time,ticker,close,high,low,open,volume,news
2020-01-02,AAPL,72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400,
2020-01-02,GOOG,67.96451568603516,68.0027861296402,66.68114373911013,66.68114373911013,28132000,
2020-01-02,MSFT,153.0423126220703,153.14712365624922,150.86035596005522,151.28912308572728,22622100,
2020-01-03,AAPL,71.9148178100586,72.67644657227763,71.68995732022762,71.84711763961168,146322800,
2020-01-03,GOOG,67.6309814453125,68.21948609325707,66.87964921457622,66.99476389395636,23728000,
2020-01-03,MSFT,151.1366424560547,152.40389764073367,150.60306438648712,150.8508074465806,21116200,
2020-01-06,AAPL,72.48784637451172,72.52653323692198,70.78324846628296,71.03470938256737,118387200,
2020-01-06,GOOG,69.29857635498047,69.41239412040363,67.10113580957623,67.10113580957623,34646000,
2020-01-06,MSFT,151.52728271484375,151.59398723405667,149.12616718464912,149.66928270769137,20813700,
2020-01-07,AAPL,72.14695739746094,72.75383885122106,71.92692994272493,72.49754475642241,108872000,
2020-01-07,GOOG,69.25533294677734,69.73498000240403,69.10820487947868,69.48397719879306,30054000,
2020-01-07,MSFT,150.14573669433594,152.1371317710887,149.89800813543405,151.8036526962878,21634100,
2020-01-08,AAPL,73.30751037597656,73.60974457641883,71.8495328881936,71.8495328881936,132079200,
2020-01-08,GOOG,69.80109405517578,70.16194804120731,69.13107317016384,69.19270329039529,30560000,
2020-01-08,MSFT,152.53732299804688,153.21383324803998,150.498283797712,151.43204560824276,27746500,
2020-01-09,AAPL,74.8646240234375,75.05805096656148,74.03529512111521,74.28674867142341,170108400,
2020-01-09,GOOG,70.57201385498047,70.94479798937792,70.09683391576328,70.60879777123672,30018000,
2020-01-09,MSFT,154.4429473876953,154.56681892653168,153.4329581787887,154.20474183695646,21385000,
2020-01-10,AAPL,75.03387451171875,75.59966347515947,74.53096000715122,75.09916182683553,140644800,
2020-01-10,GOOG,71.06409454345703,71.3225072539397,70.49845648441155,70.95623044482811,36414000,
2020-01-10,MSFT,153.7283172607422,155.51962749773685,153.57586223229333,155.13850446552647,20725900,
2020-01-13,AAPL,76.63693237304688,76.66353282405201,75.23214816687168,75.35062901064134,121532000,
2020-01-13,GOOG,71.5362777709961,71.60039554495954,70.8796811249898,71.38219488764605,33046000,
2020-01-13,MSFT,155.57679748535156,155.60538098637048,153.6520926962427,154.12850376510744,21626500,
